,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14,beta15,beta16,beta17,beta18,beta19,beta20,beta21,beta22,beta23,beta24,beta25,beta26,beta27,beta28,beta29,beta30,beta31,beta32,beta33,beta34,beta35,beta36,beta37,beta38,beta39,beta40,beta41,beta42,beta43,beta44,beta45,beta46,beta47,beta48,beta49,beta50,K,cross_val,train_error,validation_error
27,0.01988198030391252,0.0,0.0,0.0,0.0,0.0,0.31930975520580573,0.0,0.0,-2.290513015521666,0.0,0.0,0.0,0.27385489318719297,0.0,0.0,-0.25562497301044457,0.0,0.0,0.0,0.0,0.0,0.0,-1.6605306065033156,0.8198615954032537,0.0,-1.4643215507558716,0.0,0.0,0.0,0.0,0.0,0.0,-0.2584473768902519,0.5210980579954542,0.0,0.0,0.3728122957848824,0.0,-0.5771579606533126,0.0,-0.22311718613119844,0.0,0.0,0.0,1.7493842839019602,-0.3622031163464602,0.9710896083497534,0.0,0.0,0.0,15,7,2.293870240662149,2.6395816025293506
28,0.01970170613661041,0.0,0.0,0.0,0.28227586688448036,0.0,0.3707976792366105,0.0,0.0,-2.2774129981341558,0.0,0.0,0.0,0.2544458870482342,0.0,-0.3945048481135005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6710873592702533,0.9331319444490536,0.0,-1.5909604302816036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6552511691201699,0.0,0.0,0.2531607199234405,0.0,0.0,0.0,0.0,0.0,0.0,0.20344178572833455,1.9371016187476056,-0.15546425089407986,1.0070632953072827,-0.314021566197827,0.0,0.0,15,8,2.191051107265614,3.410562239295894
29,0.01949335887934128,0.0,0.0,0.24246186843419654,0.0,0.0,0.0,0.0,0.0,-2.2992528673077537,-0.2919062840435751,0.0,0.0,0.0,0.0,-0.5084176283248594,0.0,0.0,0.0,-0.3071137110518531,0.0,0.0,0.0,-1.602929183121311,1.0239838146707545,0.0,-1.2960590934001255,0.0,0.0,0.0,0.3054475744193621,0.0,0.0,-0.21362581927272548,0.43777256956076505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2343619776950575,1.6795814588569729,0.0,0.8896618956667776,-0.45615901912895856,0.0,0.0,15,9,2.026290825051995,5.484889609858948
30,0.020477343453294616,0.0,0.0,0.0,0.0,-0.19036813978591552,0.0,0.0,0.0,-2.4765701868847603,0.0,0.0,0.0,0.0,0.0,-0.4245618958813292,-0.18906452459973078,0.0,0.0,-0.14021443149333565,0.0,0.0,-0.19531929256795155,-1.419501960479564,0.860713037922699,0.0,-1.3155024464240972,0.0,0.0,0.0,0.4262644434076127,0.0,0.0,0.0,0.5788692442483413,-0.22486549540136982,0.1305304410284459,0.0,0.0,-0.40040275911705125,0.162536767191009,0.0,0.0,0.0,0.32137647396034813,1.7513107655003937,-0.13651004646695217,1.0627387376438715,-0.3062789485022113,0.0,0.0,20,0,2.271688837837521,1.9984697391990742
31,0.01907695374355219,0.0,0.0,0.0,0.0,0.0,0.0,0.1923618236791626,0.0,-2.587294808239098,0.0,0.0,0.0,0.0,0.0,-0.5656038457513008,0.0,-0.2498507991099791,0.0,-0.25877244666058385,0.0,0.0,-0.24695515546006092,-1.4855722460734804,1.017112637401001,0.0,-1.3614544609437877,0.0,0.0,0.0,0.5146539957587284,-0.2513351694004578,0.0,0.0,0.6845467577803038,-0.457891627969712,0.1958163462308471,0.0,0.0,-0.43645990979440175,0.24485019629950475,0.0,0.0,0.0,0.36173446737298626,1.72959601660204,0.0,1.0529849470814554,-0.4167165295399633,0.0,0.0,20,1,2.166512416796585,3.093858201884166
32,0.019153241579766216,0.0,0.0,0.29815348683867,0.0,0.0,0.35540548287873,0.0,0.18194435251080093,-2.2128582811502575,0.0,0.0,-0.23927272983854253,0.0,0.17884744974279446,-0.3997225572470775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.403341140453493,1.0734619815619326,-0.21379649680750323,-1.4858021761672304,0.0,0.0,0.0,0.0,-0.20007027310182765,0.0,0.0,0.8202372920611575,0.0,0.0,0.0,0.0,-0.4361695592594451,0.0,0.0,0.32533197489483856,-0.24195872855163067,0.40636520202723897,1.638284811028141,-0.4753650755439111,0.7866457130626672,0.0,0.0,0.0,20,2,2.1071530003159245,3.596349104221736
33,0.018699955760256796,0.0,-0.28735974992644653,0.0,0.0,-0.21042449604297156,0.0,0.0,0.0,-2.546270069608945,0.0,-0.3379962139662807,0.0,0.0,0.0,-0.5577708783089338,-0.24484228899413837,-0.23471829284716,0.0,-0.2508487598014074,0.0,0.0,0.0,-1.5331095032128381,0.735765682600136,0.0,-1.1946836818488995,0.0,0.0,0.0,0.31593772667185094,0.0,0.0,0.0,0.6436383195249361,-0.381533387931888,0.22129401840366314,0.0,0.0,-0.3896949310404626,0.0,0.0,0.0,0.0,0.38332111739052,1.8250302269724916,0.0,1.1511286023936997,-0.37927011021644497,0.0,0.0,20,3,2.0983155093707118,3.8971561377935715
34,0.018248317841268374,0.0,0.0,0.0,0.19315699927084715,0.0,0.2439003534540334,0.0,0.0,-2.2482627160947466,0.0,-0.1743096057771942,0.0,0.20567944913574407,0.19157566981207697,-0.36401023290478923,-0.20878580804318686,0.0,0.0,-0.26480272498285123,0.0,0.0,-0.2152022824086932,-1.5805877838196054,0.8716232574622621,-0.2783850310812592,-1.6742764371001337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5850610333690919,0.0,0.0,0.0,0.0,-0.31852955652036874,0.0,0.0,0.0,0.0,0.25854539740223276,1.5551684276583129,0.0,1.1321321641077329,-0.41020903321070723,0.0,0.0,20,4,1.9973883230839582,4.983314453182306
35,0.01840111302735151,0.0,0.0,0.0,0.23729233829931617,0.0,0.3276742623408574,0.0,0.26904852226849785,-2.402642787541997,0.0,-0.2700157783329783,-0.220341659259479,0.0,0.0,-0.4900227972475902,0.0,0.0,0.2254618317715156,-0.2098255680663809,0.0,0.3326488627346297,0.0,-1.5836114447747454,1.0136875034425334,0.0,-1.4680068888893014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853120399137416,-0.27199817857855263,0.21322438660745371,0.0,0.0,-0.2402768237786203,0.0,0.0,0.0,0.0,0.27965320787719344,1.9475303994826643,0.0,1.1374099677974179,0.0,0.0,0.0,20,5,2.0795802285622025,3.9592162859437328
36,0.018484201418179892,0.0,0.0,0.0,0.1823327411559072,0.0,0.0,0.21703411571709988,0.13119632677535,-2.627358268350703,0.0,0.0,0.0,0.0,0.0,-0.4532453126414816,0.0,0.0,0.0,-0.2289579326265965,0.0,0.0,-0.28879015966001337,-1.5186166023332477,0.966971148809508,0.0,-1.4589298870841527,0.0,0.0,0.0,0.6206524672918021,0.0,0.0,0.0,0.8172999128243947,-0.5128235490947555,0.22176855319626507,0.0,0.0,-0.33371514071977093,0.19590464770811755,0.0,0.0,0.0,0.4643296946902819,1.8449805646820308,0.0,1.1137608022435816,-0.357087755853104,0.0,0.0,20,6,2.1244254728940724,3.4694386764350327
37,0.020148190385022118,0.0,0.0,0.301993681792007,0.10132176307003289,0.0,0.355092218691601,0.0,0.17382319702673493,-2.3068539910426398,0.0,0.0,-0.2864649423504093,0.0,0.0,-0.2519666318368794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5123620034262648,1.0572999666594556,0.0,-1.3399056909471252,0.0,0.0,0.0,0.0,-0.2597047820176723,0.0,0.0,0.6566305540237283,0.0,0.0,0.2937866715201844,0.0,-0.42935240673227343,0.0,0.0,0.25227320679728266,-0.26867084130271635,0.30199855594164116,1.789625679837204,-0.5240740764383498,0.8295008508329272,0.0,0.0,0.0,20,7,2.21786887268554,2.6629070885704498
38,0.019733844350462992,0.0,0.0,0.0,0.21592016904549732,0.0,0.0,0.23113536265070425,0.0,-2.5865120525074836,0.0,0.0,0.0,0.0,0.0,-0.43249183954756704,0.0,0.0,0.0,-0.18403213361103832,0.0,0.0,-0.2585586741146665,-1.555193554628051,0.9088488497852832,0.0,-1.5173279369675077,0.0,0.0,0.0,0.5410615487585806,0.0,0.1399287460939528,0.0,0.7175968847056726,-0.42865599710880053,0.25064336672816695,0.0,0.0,-0.39715814119132153,0.22218937707984815,0.0,0.0,0.0,0.3353599221068107,1.8185192769925116,0.0,1.101612543541449,-0.386548935105607,0.0,0.0,20,8,2.1180838892342013,3.2954534383957745
39,0.01898517596683122,0.0,0.0,0.3847702794314129,0.0,0.0,0.0,0.0,0.0,-2.364828787473645,0.0,0.0,-0.3135213648938749,0.0,0.0,-0.3979384647130815,0.0,0.0,0.0,0.0,0.0,-0.18272664619008788,0.0,-1.353560985514217,0.9036314199704453,0.0,-1.3797582046999541,0.0,0.0,0.0,0.4482834753456058,0.0,0.17412439220351333,-0.24960464848098074,0.7224905466720649,-0.2400653475243932,0.0,0.0,0.0,-0.43643285471802523,0.0,0.0,0.31996722925880083,0.0,0.268664746538854,1.6999220216364357,-0.3175283947827342,0.7759112803912959,-0.1723589685787491,0.0,0.0,20,9,1.9424640626548393,6.062161411125443
40,0.020408574653777923,0.0,0.0,0.0,0.11878253326240562,-0.19384695494739607,0.0,0.163171043295676,0.0,-2.539379311485751,0.0,0.0,0.0,0.0,0.0,-0.47263579162318237,-0.09676020948666608,0.0,0.0,-0.18920935251359497,0.0,0.0,-0.2128252879987786,-1.3833905194126723,0.9520482267805491,0.0,-1.3217307690230249,0.2018162321434212,0.0,0.0,0.5748840488273383,0.0,0.0,0.0,0.6956135316420452,-0.3854676563844486,0.27001137720022855,0.0,0.0,-0.35320883693775595,0.19543783791776548,0.22188881391124668,0.2053790462474185,0.0,0.46936828626906923,1.795896172604751,-0.18243819277963796,1.0700521362104702,-0.4227323872752779,0.0,0.0,25,0,2.232879368351443,1.7757395688735853
41,0.018849554997947257,0.0,0.0,0.19078273343581448,0.14084697837243304,0.0,0.0,0.17848162936795278,0.0,-2.6120957968555074,0.0,-0.22088481687873324,-0.12077315928919287,0.0,0.0,-0.6512578937201393,0.0,-0.42220928825476983,0.0,-0.2987832321802161,0.22715495842838357,0.0,-0.18594381769793536,-1.3896133602266645,1.0125209799732888,0.0,-1.2984878630568748,0.0,0.0,0.0,0.47384865927122294,-0.4296776183922733,0.0,0.0,0.8526555923212815,-0.4930802446005043,0.22484483179479445,0.0,0.0,-0.5231388532808677,0.12783159727432544,0.0,0.0,0.0,0.37815944278894414,1.7522778668015386,0.0,0.94344265274004,-0.4134311449100042,0.0,0.0,25,1,2.1098909507113057,2.9455628749533433
42,0.019230659506148627,0.25044948248626325,0.0,0.0,0.10653418241497832,0.0,0.0,0.44195766342984616,0.0,-2.5740748158524127,0.0,0.0,0.0,0.0,0.0,-0.5154157906873419,0.0,0.0,0.0,-0.38024361483717367,0.0,0.0,-0.35017349096123424,-1.380284510193814,0.9304652497010798,0.0,-1.447669809060738,0.30397715691325183,0.0,0.0,0.6537548065316834,0.0,0.0,0.0,0.8798826381620041,-0.5765127205584425,0.3410946137560758,-0.39958312134452245,0.0,-0.5496646808496406,0.25933307178923076,0.20556386116741462,0.3074388411237475,0.0,0.5243286816679665,1.5694595661721806,0.0,1.0906547745587933,-0.5250350462468563,-0.16946230790620445,0.0,25,2,2.061305085785417,3.4945548516420035
43,0.01861071689386252,0.0,-0.2146988885963456,0.0,0.0,-0.21089022699431764,0.0,0.17487612382626544,0.0,-2.594147842669164,0.0,-0.4282361582277464,-0.13601337567323782,0.0,0.0,-0.608702527423523,-0.14987622979853857,-0.3001637207358923,0.0,-0.2470741615741533,0.22812334714267282,0.0,-0.1684128767554767,-1.351406912616516,0.7070746545557611,0.0,-1.252905760943069,0.0,0.0,0.0,0.3876655485789699,-0.2668975632672418,0.0,0.0,0.729370895318589,-0.5491973748619173,0.298109738366047,0.0,0.0,-0.5981695437436586,0.0,0.0,0.0,0.0,0.40436991176029013,1.8211012287419048,0.0,1.1222768597710218,-0.3711668536473809,0.0,0.0,25,3,2.051317592385264,3.773697535129795
44,0.018511849179732906,0.0,0.0,0.0,0.2859081860873557,0.09127330652895883,0.35766494324948583,0.0,0.16480933376552787,-2.2316324700725834,0.0,0.0,0.0,0.0,0.25257320903938746,-0.29244198441279606,-0.10845259370204542,0.0,0.0,0.0,0.0,0.0,-0.2701418241765446,-1.5676742589752413,1.0792509436419861,-0.3446868489291841,-1.6496687657514595,0.28910164649889175,0.0,0.19402327308556175,0.2837097154442601,0.0,0.0,0.0,0.855729325381349,-0.22160187422658337,0.22918570604281957,0.0,0.0,-0.32188339960441337,0.0,0.0,0.1787721050481467,0.0,0.2945340378605969,1.5799863673332202,0.0,1.058678712410015,-0.4056541052835212,0.0,0.0,25,4,1.9550145024400343,5.109910316998447
45,0.01848762619940149,0.0,0.0,0.0,0.23913842694527748,0.0,0.0,0.25887138513882435,0.2687602010341351,-2.415532553739403,0.0,-0.31643333836952453,-0.2264651583574232,0.0,0.0,-0.5656150496186135,0.0,0.0,0.3483266260548903,0.0,0.4743373485856151,0.2699685898285375,-0.2617114075356876,-1.3789280255444898,0.8794577971700791,0.0,-1.4509895736955527,0.0,0.0,0.2746675283958568,0.0,-0.33460251697563853,0.18725660060453572,0.0,0.8488327390849956,-0.3540110879142378,0.2970892085761451,0.0,0.0,-0.4312971135165772,0.0,-0.22305367367271445,0.0,0.0,0.13994498266306468,1.8550638104747548,0.0,0.9788747298674881,0.0,0.0,0.0,25,5,2.029173617002683,4.287023142966063
46,0.01816053341340434,0.0,0.0,0.12685050339179973,0.1757577509634187,0.0,0.0,0.2653091307954874,0.20690542718170163,-2.55814172092974,0.0,-0.1641965376844462,0.0,0.0,0.0,-0.5265136290482082,0.0,0.0,0.0,0.0,0.0,0.0,-0.22507824224824163,-1.3916496450297196,1.077870218805644,0.0,-1.3378710053328218,0.22810780474322237,0.0,0.0,0.4804020535072532,-0.178577794475767,0.0,0.0,0.9667235290326552,-0.49724519731075956,0.3505018520738244,0.0,0.2797677714880329,-0.3320898661426019,0.24887178679398494,0.0,0.0,0.0,0.507583104443941,1.8235367102100608,-0.26452134682039247,0.8727787161128837,-0.23226344879635324,0.0,0.0,25,6,2.0644214885541725,4.066838276376045
